Date,Feature1,Feature2,Target
2022-01-01,0.11292602869506241,0.8864784351377555,-0.11273116791970172
2022-01-02,0.0911507181349962,0.5554589993957744,0.027181362616873712
2022-01-03,0.4806890794131983,0.5589393767679722,0.15990471879474993
2022-01-04,0.6814652643940368,0.750973841939274,0.05126722523467695
2022-01-05,0.49614731031309633,0.1825882311832825,0.25821414611656435
2022-01-06,0.07174800951914884,0.8713528053057789,0.0987058605935869
2022-01-07,0.2079582901243362,0.9857257791766009,0.1711051090950852
2022-01-08,0.4577913173498809,0.5670538958646965,-0.07902289502325407
2022-01-09,0.8912070655307799,0.8452601870692871,0.20345753056539306
2022-01-10,0.462469172260387,0.35192882918129165,0.0068597507633507415
2022-01-11,0.49406882069837565,0.410853745460668,0.25118374096361495
2022-01-12,0.3045676025444044,0.27564681934501734,0.1915636731148803
2022-01-13,0.9124129789612128,0.9763331633380261,0.15648181666870792
2022-01-14,0.4649727871116862,0.44842820514041826,0.13696945048745188
2022-01-15,0.5060397664675768,0.8055822652355298,0.3526504789443228
2022-01-16,0.40273721092498016,0.09345698388441548,0.19287120403156424
2022-01-17,0.19111757576904198,0.8542388179284558,0.27429264686632515
2022-01-18,0.6701720203137523,0.4185214982668829,-0.05309456561284359
2022-01-19,0.925706101098829,0.8857213980827243,0.405826192458716
2022-01-20,0.08467833980983652,0.7415382409630162,0.25001938195319173
2022-01-21,0.12376743767368681,0.6026490680053322,0.23405872948194775
2022-01-22,0.3489236562928819,0.1495211327000291,0.44165047147840353
2022-01-23,0.32429251033978634,0.6482436790237525,0.22392954817335334
2022-01-24,0.7725940682471338,0.843732528392137,0.3688542852468117
2022-01-25,0.23978420606382211,0.69545976604935,0.5044990983071371
2022-01-26,0.8985023943446178,0.5675450512903305,0.4753171378607852
2022-01-27,0.8432480590121727,0.6026835818184132,0.47551126613198474
2022-01-28,0.19176541898153965,0.9069254199577019,0.5500089962696096
2022-01-29,0.8345006234159847,0.2903464859752356,0.2817616706840777
2022-01-30,0.1825657344097119,0.6701342206914535,0.49149314801532984
2022-01-31,0.9364306898908178,0.9545657729467062,0.6419371919672932
2022-02-01,0.46097598032594367,0.39546976501421993,0.6296355253087025
2022-02-02,0.41632152364039177,0.17309859274923423,0.5655451677786884
2022-02-03,0.6969347219534681,0.17454744281779244,0.5801153615290896
2022-02-04,0.14069201983773116,0.15651221406693228,0.5294649185918293
2022-02-05,0.8900499843496055,0.46508607028360816,0.44116802926393084
